distanza_km,valore_merce_eur,peso_kg,fragile,numero_transiti,rischio_meteo,rischio_doganale,tracking_gps,modalità_trasporto,ritardo
1107,71511,5850,1,4,3,5,1,Ferrovia,1
2339,92997,6526,0,0,4,4,1,Strada,1
1016,284475,6586,1,5,4,5,0,Mare,1
939,280037,7927,0,2,4,4,0,Strada,1
2210,196985,7323,0,0,1,1,1,Aereo,1
2415,19243,1174,0,4,4,2,1,Ferrovia,1
2120,16535,1432,1,5,5,3,1,Strada,1
1716,157561,1820,0,1,2,5,0,Aereo,1
1491,113695,3913,0,0,2,2,0,Strada,1
1117,216958,3450,1,1,3,4,0,Strada,1
177,276490,5787,1,3,4,2,1,Strada,1
207,180077,6588,0,2,2,3,1,Strada,0
876,227073,84,0,4,2,5,1,Mare,1
1940,123580,2254,0,4,5,5,0,Aereo,1
561,164415,5049,1,1,5,2,1,Strada,1
2142,244470,3394,1,2,1,1,0,Strada,0
2316,75783,3064,0,5,1,4,0,Strada,1
492,168044,4541,0,4,2,2,0,Strada,1
2412,280103,7969,0,0,3,1,0,Strada,1
2274,166205,4352,0,4,2,5,1,Strada,1
2325,221826,1830,1,0,3,4,0,Strada,1
1776,52150,1678,1,4,2,5,1,Aereo,1
2056,284878,6814,1,0,5,3,0,Strada,1
1745,18400,1379,0,3,4,1,1,Aereo,1
316,152074,5795,0,1,2,3,1,Strada,0
887,98753,1609,1,5,1,3,0,Mare,1
538,225540,854,0,5,3,3,0,Aereo,1
751,162947,2559,1,3,3,1,0,Strada,1
736,157118,4397,0,5,2,4,1,Ferrovia,1
1045,155736,1340,0,0,3,5,1,Strada,0
406,5746,7060,0,5,1,4,0,Mare,1
921,221581,4354,1,1,5,4,0,Strada,0
2023,124765,5100,0,2,4,4,1,Strada,1
2301,89898,7784,0,0,4,5,0,Strada,1
601,272277,2636,1,5,3,5,0,Ferrovia,1
1860,102345,6173,0,4,2,1,0,Strada,1
372,41533,4980,0,4,3,2,0,Mare,1
2278,165411,2600,1,2,1,5,1,Ferrovia,1
132,291869,1005,0,3,2,5,1,Strada,1
2400,206404,4659,1,0,5,2,0,Strada,1
311,192945,629,0,4,1,5,0,Ferrovia,0
833,218972,1987,0,1,5,4,1,Aereo,1
1273,128240,5317,1,2,2,5,0,Ferrovia,1
963,173413,2047,0,3,5,1,0,Strada,1
993,264380,7033,1,3,1,5,1,Mare,1
1368,129357,1715,0,1,1,2,1,Strada,1
1585,277682,7179,1,5,3,4,1,Aereo,1
738,100821,2180,0,1,2,2,1,Ferrovia,0
2493,39655,7259,0,5,4,5,1,Strada,1
1822,209094,6349,0,2,4,5,1,Strada,1
888,61784,3790,0,1,5,1,1,Strada,0
927,169482,2550,0,4,4,4,0,Mare,0
98,250526,1692,1,3,4,5,0,Strada,1
342,12399,7501,0,5,1,1,1,Mare,1
1701,13685,5357,1,1,1,1,0,Strada,1
585,267631,4762,1,0,1,2,1,Ferrovia,1
360,275162,6817,0,1,4,4,1,Strada,1
586,139822,1547,0,5,5,3,1,Strada,1
1976,84220,4652,0,3,2,1,0,Strada,0
283,60615,3254,1,4,3,3,1,Strada,1
1282,80946,5440,0,1,5,2,1,Strada,1
2191,253409,671,0,4,1,1,0,Aereo,1
2424,122869,3194,0,0,5,4,1,Ferrovia,0
2322,278249,2001,0,5,2,3,0,Strada,1
1016,181587,1509,0,3,1,4,0,Aereo,1
939,48342,342,0,2,2,3,1,Strada,1
2108,247605,704,1,3,3,2,1,Aereo,0
84,184256,3034,0,5,5,1,0,Strada,1
496,288111,3893,1,2,3,1,1,Strada,1
1813,299167,2854,1,2,4,2,1,Mare,1
1608,253868,7654,0,3,5,5,1,Aereo,1
644,125939,7189,0,5,4,3,0,Strada,1
2075,289766,2764,1,2,2,3,1,Strada,0
2326,46201,7878,0,5,4,5,1,Aereo,1
393,17350,6253,0,4,2,2,1,Mare,1
1153,162961,1671,0,0,3,4,0,Aereo,1
1469,142296,7921,0,1,1,4,1,Strada,1
1363,239332,6520,1,5,3,2,0,Aereo,1
1528,137537,4064,1,5,4,4,0,Strada,1
1201,98739,3303,1,2,2,2,0,Aereo,0
1971,225552,2896,0,5,4,3,0,Strada,1
1432,56214,4930,1,5,1,3,0,Aereo,1
2172,227445,4912,1,2,5,5,0,Mare,1
1619,135016,3555,1,3,5,2,0,Mare,1
1944,25336,568,0,5,5,4,0,Strada,0
2293,39624,2735,0,4,4,2,0,Mare,1
1916,45764,6276,0,1,5,1,1,Mare,1
78,46420,77,0,5,2,5,0,Mare,1
755,105381,315,0,2,1,1,0,Mare,1
1070,66671,1356,1,4,3,5,1,Strada,1
2113,108596,6590,1,1,2,5,1,Strada,1
1496,289591,7155,0,3,1,5,0,Ferrovia,1
1709,136105,4103,0,5,3,1,1,Ferrovia,1
1016,21497,6956,1,2,5,5,1,Strada,1
2326,80714,5125,1,3,3,2,0,Mare,0
622,127892,5869,0,5,4,2,0,Strada,1
1656,204154,3504,0,3,4,1,0,Aereo,1
664,240939,860,0,2,5,3,0,Strada,1
375,144954,4726,1,4,5,3,0,Ferrovia,1
408,149017,3440,1,4,2,1,0,Mare,0
1860,250720,6007,0,3,2,5,0,Strada,1
2421,150667,660,0,3,4,5,0,Aereo,1
1771,216363,4338,1,5,1,5,0,Mare,1
1399,98847,2324,1,0,2,1,1,Mare,1
214,196110,4596,1,1,1,5,1,Strada,1
1646,243303,5351,0,5,4,2,1,Strada,1
1677,242337,5077,0,3,2,5,1,Ferrovia,1
1226,206700,5496,0,3,1,1,1,Mare,1
1200,72918,5774,0,1,1,5,0,Strada,0
242,186123,6848,1,2,2,2,0,Strada,0
141,192711,252,1,4,5,1,0,Mare,1
188,4159,451,0,2,3,3,0,Strada,1
530,108739,2077,0,1,5,1,1,Strada,1
1406,281850,5813,0,1,3,4,0,Strada,0
389,273363,6665,0,0,1,3,0,Mare,1
1125,297680,3900,0,5,2,3,1,Strada,1
848,235561,5815,0,5,4,1,0,Strada,1
524,297081,939,0,5,2,4,1,Strada,1
2498,22094,228,0,5,5,3,0,Mare,1
1512,126312,5867,0,0,3,5,1,Aereo,0
654,105894,2029,0,4,2,4,1,Aereo,1
870,247146,7235,1,5,3,4,0,Mare,1
647,118118,2560,1,3,5,1,0,Aereo,1
1582,159996,2932,1,1,5,1,0,Mare,1
563,132195,4034,1,0,2,1,0,Strada,0
1576,32854,6802,0,2,4,4,0,Strada,1
1927,61796,5715,1,5,4,2,1,Strada,1
1749,191040,5071,1,0,3,1,1,Strada,1
1079,280255,5572,1,2,2,2,1,Mare,0
549,73575,2094,1,0,1,3,1,Ferrovia,1
1734,111380,5562,1,2,5,5,0,Strada,1
766,287243,3033,0,0,3,5,1,Mare,1
1191,109871,6493,1,0,5,2,0,Strada,0
1558,250791,400,1,5,3,4,1,Mare,1
715,278173,4332,0,4,2,5,0,Strada,1
2258,16793,3468,1,3,3,2,0,Strada,1
2367,216836,6816,0,1,3,1,0,Strada,0
1129,259490,5578,1,3,1,2,0,Aereo,1
277,134704,3880,0,4,3,3,1,Strada,1
198,235324,6264,0,5,4,2,1,Mare,1
1119,81882,2017,0,2,3,1,1,Ferrovia,1
1217,150080,7544,1,3,3,2,1,Mare,1
681,78656,7429,1,1,2,1,1,Strada,0
1413,139890,4454,0,5,3,1,1,Strada,0
462,31579,7325,0,1,1,3,0,Mare,0
1805,56178,2274,0,2,2,3,1,Strada,1
569,189656,4572,0,1,5,5,0,Mare,1
1417,197092,2837,0,4,4,1,0,Mare,1
2484,114204,4676,0,3,4,1,0,Mare,0
2372,96373,6611,0,1,5,1,1,Ferrovia,0
2450,133047,4393,0,3,3,5,0,Aereo,1
1152,279409,6402,0,0,1,4,1,Mare,1
647,190721,4361,0,3,1,3,1,Mare,1
1709,116475,4858,1,2,1,3,1,Mare,0
1735,175141,487,0,4,1,1,0,Aereo,1
2210,210742,5938,1,5,3,5,0,Strada,1
2238,77377,5787,0,1,5,1,1,Mare,1
1974,144499,2408,1,5,5,3,1,Strada,1
779,231739,3904,0,4,4,5,0,Strada,1
638,103263,432,1,3,5,2,1,Ferrovia,1
426,122359,5126,0,1,1,3,1,Strada,1
1457,65927,5440,0,4,3,2,0,Strada,1
1919,288010,4266,0,2,2,4,1,Strada,1
800,273426,456,1,0,2,2,1,Strada,1
676,152391,4390,0,0,1,5,1,Strada,1
1679,16412,115,0,2,4,2,1,Strada,0
1044,125135,3039,0,5,2,4,1,Mare,1
1633,121019,277,1,0,1,3,1,Aereo,1
752,287727,5027,1,2,3,4,1,Strada,1
2109,215649,2234,0,3,2,5,0,Aereo,1
1229,269329,2291,0,5,1,2,0,Strada,1
526,92368,4851,1,5,2,2,1,Strada,1
450,188461,4803,1,2,3,5,0,Ferrovia,1
2274,258902,6850,0,0,5,1,1,Strada,1
106,280567,1562,0,3,5,5,1,Strada,1
1925,52268,7801,0,5,3,5,0,Strada,1
497,113692,7571,1,2,3,4,0,Ferrovia,1
252,168858,979,1,2,5,4,1,Strada,1
1706,119222,4086,0,5,3,5,0,Strada,0
787,227982,5873,1,5,3,3,0,Mare,1
251,123942,2653,1,3,3,2,0,Strada,1
1403,135643,1230,0,5,5,5,1,Strada,1
2460,20576,5103,0,1,5,1,1,Strada,1
941,141752,7693,0,0,2,2,0,Mare,1
2453,157778,1089,1,5,5,3,1,Mare,1
265,211926,1151,1,1,2,5,1,Mare,0
72,218267,2149,0,3,5,3,0,Strada,1
2252,202637,563,1,3,4,2,1,Strada,1
1259,134846,7721,1,4,2,1,0,Mare,0
2346,149044,4889,1,4,3,2,0,Strada,1
798,146120,3182,1,3,4,2,0,Mare,1
854,99908,7349,0,4,5,5,1,Mare,1
183,238741,5551,1,2,5,2,1,Ferrovia,1
370,81225,7781,0,1,4,5,1,Mare,1
2487,127170,1882,1,3,1,5,1,Aereo,1
483,58602,6885,0,2,3,3,1,Aereo,1
1095,28182,4688,1,0,2,1,0,Ferrovia,0
922,263537,2507,0,0,4,5,0,Mare,1
2148,191526,2252,0,4,2,4,1,Strada,1
2273,144128,2730,1,4,5,3,1,Strada,1
302,46909,2148,1,2,1,5,1,Aereo,1
1015,284049,7217,0,0,1,5,0,Mare,1
788,221691,7187,1,5,2,3,1,Strada,0
1179,185802,3216,0,3,5,2,1,Mare,1
1389,58557,5857,0,5,1,5,1,Ferrovia,1
351,238706,7740,0,1,3,1,1,Strada,0
2027,234336,1977,0,4,5,5,0,Mare,1
2365,198271,6717,1,2,4,3,1,Mare,0
600,179373,4500,1,5,4,4,1,Strada,1
1528,85752,3166,1,4,4,3,1,Strada,1
1365,206873,6995,1,2,3,3,0,Aereo,1
1637,267718,5374,1,0,5,1,1,Ferrovia,0
1872,258974,5900,0,4,2,2,0,Ferrovia,1
1874,97777,2937,1,5,2,1,1,Strada,0
1214,287881,7648,1,2,5,1,1,Strada,1
363,24390,6449,1,2,3,5,1,Ferrovia,1
233,92612,4393,0,5,5,4,1,Aereo,1
1737,53330,4678,1,4,2,3,1,Aereo,1
762,72082,6234,1,1,5,1,0,Strada,0
2225,185714,3580,1,3,4,1,1,Mare,1
1360,230561,839,1,0,5,2,0,Aereo,1
2483,284181,1350,1,5,1,2,1,Mare,1
320,117668,1997,0,5,5,4,1,Mare,0
1844,120229,2292,1,4,2,3,1,Aereo,1
860,231205,1144,1,4,2,1,1,Aereo,1
247,217511,7487,1,1,2,5,1,Strada,1
1129,97342,1408,0,0,4,2,1,Strada,1
1276,243936,3706,1,4,2,1,0,Aereo,1
1694,29087,357,1,1,1,5,1,Strada,0
677,110844,1500,0,5,5,1,1,Ferrovia,1
653,208285,7416,1,3,3,4,0,Aereo,1
1211,13803,2173,0,2,2,4,1,Aereo,0
1495,129574,4932,1,3,5,5,1,Strada,1
1130,203382,2892,0,3,4,2,1,Strada,1
1635,183957,7875,0,3,5,4,0,Strada,1
2168,218412,5694,0,3,2,2,0,Mare,1
960,37764,6044,0,2,2,5,1,Strada,1
643,194198,1714,1,5,2,5,1,Strada,1
1445,240066,6423,0,0,1,1,1,Strada,0
649,199296,6278,0,0,5,5,1,Mare,1
563,210112,5331,1,5,3,1,0,Mare,1
1945,94120,6590,1,1,1,2,1,Strada,1
2181,176556,3998,0,1,3,1,0,Strada,1
1116,128976,1444,0,4,2,2,0,Ferrovia,1
2007,170924,4122,1,3,3,4,0,Strada,0
859,14219,3684,0,3,3,2,0,Strada,1
2230,91351,264,1,2,1,3,0,Strada,0
1138,55457,3122,1,3,1,1,1,Strada,1
339,91159,4104,0,2,5,4,1,Strada,1
2473,201065,4522,1,4,3,2,1,Mare,1
818,94391,2509,1,1,1,5,1,Ferrovia,1
520,299402,3756,0,1,5,1,0,Strada,0
2246,213078,6993,1,4,3,2,1,Aereo,1
137,181029,3321,1,4,3,4,1,Ferrovia,1
2493,150353,1256,0,5,2,5,1,Strada,0
839,78264,459,1,3,1,1,0,Strada,1
1714,183403,3519,1,1,4,4,1,Strada,1
1359,177752,265,0,0,1,5,1,Aereo,1
914,142234,4897,1,4,2,3,1,Strada,1
1343,226880,398,1,1,5,5,0,Strada,1
73,274482,3701,1,1,1,1,0,Aereo,0
1936,219904,2928,1,2,3,3,1,Mare,1
360,12675,3715,0,1,4,2,1,Strada,1
1534,90606,4799,1,4,5,3,1,Mare,1
1281,283224,3119,0,3,1,3,0,Mare,1
755,244747,4044,1,1,5,3,1,Mare,0
1409,249585,3162,0,0,3,5,0,Strada,1
471,277080,5920,1,4,4,3,1,Mare,1
1823,11019,52,0,3,3,3,0,Strada,1
2418,238790,1167,0,5,4,2,1,Ferrovia,0
996,205933,1132,1,3,5,3,0,Strada,1
1236,5486,6933,1,4,1,5,0,Strada,1
1884,211936,4552,0,5,4,4,0,Strada,1
1614,119411,6211,0,3,3,4,1,Ferrovia,1
898,151184,1567,0,0,4,5,0,Mare,1
1639,52697,4896,0,1,5,5,1,Strada,1
1368,56998,1945,0,4,5,3,1,Ferrovia,0
2139,110537,3629,0,1,5,5,0,Ferrovia,1
1997,27576,2683,1,1,1,3,0,Strada,0
1358,182172,5033,1,3,5,1,0,Mare,1
436,82238,2429,0,4,1,2,1,Ferrovia,0
2085,216045,1062,0,1,2,2,1,Strada,0
1211,126885,4314,1,2,4,2,0,Strada,1
2075,66729,2873,0,0,3,1,1,Aereo,0
765,91853,5841,0,5,1,2,0,Mare,1
475,122992,898,1,3,1,3,0,Strada,1
1489,226090,1754,1,4,3,4,1,Strada,1
2123,292288,5086,0,4,4,2,0,Aereo,1
434,189398,4143,1,3,5,2,0,Strada,1
105,282451,255,0,1,4,3,1,Ferrovia,1
155,152321,1942,1,3,1,3,1,Strada,1
719,92810,570,0,4,5,2,0,Mare,0
425,73131,3626,0,2,2,5,1,Mare,1
792,170449,5163,0,1,3,1,0,Strada,1
1016,297695,7563,0,5,4,4,1,Strada,1
357,91214,2401,1,3,5,4,0,Strada,1
2188,39599,6308,1,4,3,1,1,Mare,1
851,230417,6857,1,5,4,2,1,Strada,1
159,110490,2184,0,4,1,2,1,Strada,0
1714,23593,7312,1,4,1,2,0,Strada,1
389,226472,4888,0,2,1,2,1,Strada,1
1638,110865,2525,0,1,2,2,0,Mare,1
1028,174708,5867,1,3,1,4,0,Strada,1
2453,188031,4595,1,1,1,2,0,Strada,1
1965,217989,7843,0,4,1,3,0,Strada,0
217,230701,835,0,2,5,5,1,Mare,1
606,133192,7758,1,5,3,2,0,Strada,0
954,44638,6908,1,2,2,3,1,Strada,0
154,171134,4147,1,4,4,4,0,Aereo,1
2097,268337,5247,1,1,2,3,1,Aereo,0
2247,16213,5493,1,5,3,1,1,Strada,1
195,255286,2840,0,1,1,1,0,Strada,1
923,245987,5267,0,2,1,3,1,Aereo,1
348,216031,7846,0,5,4,2,0,Ferrovia,1
1786,149259,2207,1,0,2,2,1,Strada,0
695,142112,728,0,2,2,2,0,Aereo,1
687,198374,3578,1,5,4,3,0,Strada,1
2336,30949,3609,1,2,2,1,0,Strada,1
833,244072,5978,1,3,2,1,1,Mare,1
946,249066,420,0,2,2,4,1,Strada,0
420,215480,7554,0,0,4,1,1,Strada,0
536,209366,2987,0,5,4,1,1,Strada,1
2087,288556,6792,0,5,3,5,0,Aereo,1
2262,146384,5191,1,2,2,1,1,Aereo,0
1410,143876,771,1,1,3,3,1,Strada,0
241,186058,4450,0,3,5,2,1,Mare,1
779,47545,973,0,3,5,3,1,Strada,1
2311,162071,5441,1,2,2,2,0,Mare,1
1006,4768,7707,0,3,1,2,1,Ferrovia,1
430,264648,885,0,3,5,4,1,Strada,1
847,9002,2543,1,2,1,1,0,Strada,1
288,76427,3029,0,0,3,4,1,Aereo,0
1155,14898,2375,0,5,2,2,0,Mare,1
1436,81800,7868,0,2,3,5,1,Strada,1
2299,215299,3974,1,1,3,5,1,Aereo,0
1577,127718,2474,0,4,4,4,1,Ferrovia,1
1717,34743,6425,0,0,2,4,0,Strada,0
86,210610,7962,1,2,4,1,0,Strada,0
2046,244589,6785,1,0,3,4,0,Mare,1
1475,175458,4571,1,4,1,4,1,Mare,1
1540,131864,3176,1,3,2,3,1,Strada,1
1274,153395,6138,1,3,2,4,0,Strada,1
2072,173391,5972,1,4,5,4,1,Strada,1
2491,17868,6634,1,3,1,3,0,Strada,1
882,231804,6227,0,0,1,2,0,Mare,1
646,265224,2426,1,3,3,2,1,Strada,0
2490,145848,7038,1,4,3,3,1,Mare,0
749,198303,503,1,4,3,1,0,Strada,1
1696,185884,3509,0,5,5,4,0,Ferrovia,1
2068,64271,4909,0,4,1,1,1,Mare,0
490,78585,3551,1,1,4,5,1,Strada,1
1910,125147,3597,1,0,1,1,0,Aereo,0
1690,16628,1198,1,4,4,4,1,Strada,1
1579,260517,572,0,5,2,2,0,Mare,1
2417,140337,4627,1,0,4,4,1,Ferrovia,1
1144,275604,6510,0,5,2,4,0,Mare,1
617,260970,171,0,1,3,4,1,Aereo,0
285,4477,3668,1,0,1,1,1,Strada,1
1354,265346,4726,0,2,3,2,1,Mare,1
1235,114846,7530,1,1,1,2,1,Strada,0
1082,245000,6680,0,1,4,1,1,Aereo,1
2157,274994,3772,0,3,1,1,0,Strada,1
1890,236693,3133,0,4,4,1,1,Strada,0
274,134878,2222,1,1,1,5,1,Ferrovia,0
1892,263329,5980,0,0,2,5,0,Strada,0
631,25718,2756,0,2,4,4,1,Strada,1
218,188274,5246,1,0,3,5,0,Mare,1
1515,157287,6773,0,0,3,1,1,Ferrovia,1
63,281602,4863,0,2,3,1,1,Mare,1
2261,131293,3357,1,5,3,1,0,Strada,1
1493,148078,3692,1,3,2,2,0,Mare,1
1920,226152,2867,1,4,2,2,1,Strada,1
1593,77820,7471,0,1,5,5,1,Ferrovia,0
1739,226751,7097,0,4,5,3,0,Mare,1
1621,82234,4551,0,3,5,3,0,Mare,1
1101,130282,5412,0,5,5,1,1,Mare,1
1781,272246,1534,0,2,1,2,1,Mare,1
495,235501,326,1,4,4,4,0,Mare,1
765,127328,5638,0,0,3,5,0,Strada,0
868,85079,7437,1,1,1,2,1,Strada,1
2201,95437,1298,0,1,2,1,0,Strada,1
475,80570,7118,0,5,3,1,1,Strada,0
1174,93656,1174,1,3,4,3,1,Strada,1
1614,198937,2951,0,3,4,1,0,Strada,0
899,173492,1707,0,2,2,1,1,Ferrovia,1
1595,157454,1803,1,3,3,4,0,Strada,1
1179,39795,4652,1,4,5,5,1,Ferrovia,0
1752,52425,3708,0,1,3,4,0,Ferrovia,1
2051,58402,3452,1,2,3,3,0,Mare,1
326,208275,4382,0,3,4,2,0,Strada,1
1856,239723,7187,1,0,2,3,1,Strada,1
2285,204567,7556,0,1,3,1,0,Ferrovia,1
1989,96117,801,1,2,1,5,1,Ferrovia,0
2202,262712,6699,1,1,1,1,1,Ferrovia,1
595,210125,214,0,4,2,5,1,Ferrovia,0
2477,188350,7039,1,5,5,5,0,Strada,1
159,31568,1742,1,3,3,5,1,Mare,1
594,272056,7940,1,5,3,2,1,Aereo,1
2451,164599,2006,0,3,4,3,1,Strada,1
792,231066,3910,1,3,3,2,1,Strada,0
2414,254007,2825,1,0,5,2,1,Strada,1
1339,3355,3339,1,4,3,2,0,Strada,1
1925,97429,1818,0,0,3,4,0,Strada,1
1138,186805,2473,0,4,4,4,1,Strada,1
382,112151,7229,1,4,1,4,0,Mare,1
1586,281232,5601,0,4,1,2,0,Mare,1
1206,176477,6276,1,3,5,1,1,Strada,1
641,62788,4576,0,3,2,4,0,Aereo,1
832,52529,3746,1,3,2,4,0,Aereo,1
589,113833,6671,0,0,4,2,0,Strada,0
1608,104578,832,1,2,3,3,0,Strada,1
1569,184455,3828,1,5,4,1,1,Strada,1
668,40177,6562,0,4,1,5,0,Mare,1
1883,117903,7870,1,0,5,5,0,Mare,1
1041,40056,1004,1,3,2,1,1,Strada,0
2196,67421,2042,1,5,3,2,0,Strada,1
2414,165704,1709,0,3,2,3,1,Strada,1
2220,209294,190,1,2,1,3,0,Ferrovia,1
1666,69590,769,1,3,3,5,0,Strada,1
1568,272121,1700,1,4,1,3,0,Mare,1
571,284644,7935,0,1,2,5,0,Strada,1
966,11011,7673,1,5,2,4,1,Strada,1
766,180111,3623,0,3,1,2,1,Strada,1
2412,1814,3524,1,2,3,3,0,Mare,0
1986,283294,6122,0,5,1,2,1,Strada,1
609,4825,1065,0,1,3,4,1,Strada,1
1018,51368,4433,0,5,4,1,0,Mare,1
2453,76535,6548,1,4,4,1,1,Strada,1
1127,87390,392,0,4,3,1,1,Mare,1
939,224923,6342,0,4,1,5,1,Ferrovia,1
842,106076,6403,0,2,3,5,0,Strada,1
2362,207089,3233,0,1,2,1,0,Strada,0
1031,180577,2751,0,4,1,4,0,Aereo,1
851,254477,1025,0,3,3,5,0,Mare,1
92,58899,2633,0,1,2,1,0,Ferrovia,1
1659,214854,3170,0,4,5,2,0,Mare,1
1827,285745,1873,0,1,2,1,0,Strada,0
399,142749,4476,1,5,3,1,0,Mare,0
1617,261321,4510,0,3,1,2,1,Strada,1
1179,219930,60,0,0,1,5,1,Strada,1
2098,124355,7405,0,4,4,2,0,Mare,0
1830,165364,4654,0,3,3,5,0,Mare,1
633,129424,2677,0,2,2,4,0,Mare,0
481,126451,1518,0,5,2,5,1,Mare,1
1982,205775,1163,0,4,3,3,0,Strada,0
2150,148256,671,1,0,2,5,1,Strada,1
1398,221408,950,1,5,5,3,0,Strada,0
2244,62377,3797,1,3,4,5,0,Aereo,1
2080,46161,4114,0,5,1,2,1,Strada,1
1239,167078,1521,0,3,2,5,1,Strada,1
1212,149616,6911,1,1,5,1,1,Strada,1
348,13987,3153,1,4,3,5,1,Mare,1
1989,6239,376,0,0,2,2,0,Strada,0
838,45785,123,0,2,3,2,1,Strada,1
899,24358,300,1,1,5,5,0,Strada,1
2275,188522,2547,1,4,5,5,0,Mare,1
1427,220592,5051,1,0,1,5,1,Aereo,0
1227,160500,2452,1,1,3,4,0,Strada,1
1999,10096,4678,0,0,4,3,0,Mare,1
927,48582,345,1,5,1,5,0,Strada,1
1188,189467,347,1,0,3,5,1,Mare,0
1627,102494,5497,0,1,3,3,1,Mare,1
1696,264431,351,1,1,5,1,1,Strada,1
1953,186582,4657,1,4,5,4,0,Strada,1
1432,24902,7555,1,1,3,4,0,Aereo,1
194,133844,634,0,5,5,1,1,Strada,0
2372,185126,6567,0,4,3,3,1,Aereo,1
1252,127800,3674,1,0,3,3,1,Aereo,1
1911,236576,5263,0,1,1,2,1,Mare,1
1904,8213,6325,0,4,1,3,0,Aereo,1
1916,278085,1684,1,4,4,4,0,Strada,1
1148,27855,5055,0,2,1,2,0,Ferrovia,0
1201,2046,6079,1,4,2,5,0,Aereo,1
1784,278053,102,0,4,2,5,1,Mare,1
617,211186,5665,1,2,5,5,1,Mare,1
1863,95135,2326,0,3,2,2,0,Mare,0
580,72255,2737,0,5,1,4,1,Aereo,1
2256,213568,7429,1,1,4,3,0,Strada,1
1611,221214,2894,1,2,3,2,1,Strada,1
730,247936,4936,1,4,4,4,1,Aereo,1
2120,236787,5673,1,4,1,3,0,Aereo,0
1120,273496,4640,0,1,1,1,0,Mare,1
778,272367,4998,0,5,1,4,0,Strada,1
1779,250048,2768,1,0,5,1,0,Ferrovia,1
2241,51044,3985,0,2,2,5,0,Strada,1
717,86000,7450,1,3,1,5,1,Aereo,1
1662,204074,5240,0,1,3,4,1,Strada,1
730,294172,7934,1,1,2,1,1,Strada,1
1022,58965,6382,0,2,2,2,0,Mare,0
2182,235466,712,1,4,5,3,0,Aereo,0
876,70776,57,0,4,4,5,0,Ferrovia,0
346,294603,6525,0,3,2,5,1,Strada,1
1303,91932,3733,1,2,2,5,1,Aereo,1
2475,156761,3137,0,1,1,5,1,Mare,1
2202,177251,4811,0,2,3,4,1,Strada,1
1778,115773,718,1,0,1,4,1,Aereo,1
2074,213678,3214,1,1,3,1,0,Strada,1
379,213243,1335,1,3,2,2,1,Aereo,1
1205,182027,3670,1,3,3,1,0,Strada,1
1940,81260,210,0,1,1,2,0,Mare,1
431,56871,2448,1,4,1,4,1,Strada,1
2235,192750,3295,1,1,4,5,1,Strada,1
892,121773,6510,1,1,5,1,1,Strada,1
2367,61693,5082,0,0,4,2,1,Strada,0
445,294577,67,0,1,2,3,0,Strada,1
499,75797,2583,0,5,3,2,0,Strada,1
1404,211087,6560,0,5,1,1,0,Strada,0
2036,278948,4496,1,2,1,4,1,Strada,1
1358,224853,2625,0,2,1,5,0,Aereo,1
1347,192187,5017,0,3,1,3,0,Ferrovia,1
2117,79363,5604,1,4,2,1,0,Mare,1
2336,108904,7126,1,3,5,4,0,Strada,1
1343,115952,2367,0,0,4,2,0,Ferrovia,0
1899,20477,2968,1,1,4,4,0,Ferrovia,1
235,279271,5237,0,3,1,4,0,Strada,1
1283,218790,1103,0,1,1,5,0,Mare,0
1487,27049,365,0,3,3,1,1,Aereo,1
302,13473,5990,1,1,1,4,0,Aereo,0
68,214317,4882,1,3,4,2,1,Mare,1
1209,231582,2261,0,5,3,2,1,Strada,0
272,14714,7119,0,5,3,5,0,Strada,1
52,213875,369,1,5,1,4,0,Aereo,1
1309,97988,5183,0,2,3,2,0,Strada,0
903,268280,6472,1,0,5,2,1,Strada,1
1538,99115,4577,1,3,1,5,0,Mare,1
277,32516,2765,1,2,5,4,0,Aereo,1
1727,46099,683,1,4,1,5,1,Strada,0
548,14188,7480,0,3,5,4,0,Mare,0
1935,238445,1755,1,1,1,2,0,Strada,1
2065,112073,6715,1,0,4,1,1,Aereo,1
1212,6560,7157,1,2,1,2,1,Aereo,0
1349,109763,7389,0,2,4,1,0,Aereo,1
2388,216448,6551,0,0,2,4,0,Strada,1
1126,42430,5182,0,3,2,4,0,Strada,1
764,41397,4870,0,1,1,3,1,Strada,0
997,208932,722,0,4,4,4,1,Mare,1
919,130189,2329,1,3,4,4,1,Strada,1
1120,26247,3597,0,0,3,3,0,Aereo,0
143,152015,520,0,3,3,1,1,Strada,1
609,171532,3281,1,3,5,4,0,Mare,1
1825,42986,6832,0,0,3,5,1,Strada,1
2310,212980,2657,0,0,1,4,0,Mare,0
485,68008,3382,1,4,3,4,1,Mare,0
901,159027,2670,0,0,3,2,0,Strada,0
254,71408,7851,0,0,1,4,1,Strada,0
2478,225155,4747,1,0,1,4,0,Strada,0
1149,145763,1432,0,2,5,5,1,Mare,0
126,267897,6448,0,0,4,3,0,Aereo,1
865,2833,6795,1,0,3,3,1,Mare,1
817,236304,5684,0,0,2,3,1,Aereo,0
155,271789,4425,0,4,4,2,0,Ferrovia,1
2185,237192,6310,0,3,1,4,0,Strada,0
1796,41024,6803,0,0,3,1,1,Mare,0
1515,249140,1235,0,0,5,1,1,Strada,1
294,109853,7045,1,4,2,5,0,Ferrovia,0
1455,212670,1960,0,3,4,2,1,Mare,1
1031,141707,6159,1,4,3,2,1,Aereo,1
